player,prediction,assessment,final
MarTay Jenkins,3.9434390204431953,0.43999999999999995,2.6444444444444444
Marcus Robinson,12.102237238216633,15.260000000000002,8.983333333333334
Marvin Harrison,14.838565363216633,19.76,15.954545454545455
Muhsin Muhammad,9.831729425716633,9.98,14.236363636363636
Oronde Gadsden,7.403995050716633,8.200000000000001,9.34
Peerless Price,6.915225519466633,5.359999999999999,8.236363636363636
Peter Warrick,8.520205988216633,7.5200000000000005,8.71818181818182
R. Jay Soward,4.226809992122883,1.12,4.32
Randy Moss,12.502627863216633,18.2,16.518181818181816
Reidel Anthony,5.237491144466633,4.92,6.0200000000000005
Rod Smith,13.933291925716633,16.45,17.339999999999996
Sean Dawkins,7.827823175716633,5.8,10.559999999999999
Shawn Jefferson,10.517276300716633,10.483333333333333,7.674999999999999
Sylvester Morris,9.236026300716633,10.64,5.183999999999999
Terance Mathis,9.439151300716633,7.683333333333333,8.644444444444444
Terrell Owens,15.266299738216633,20.46,18.488888888888887
Terry Glenn,12.397159113216633,13.433333333333332,9.510000000000002
Tim Brown,12.282901300716633,15.960000000000003,12.563636363636364
Tony Simmons,4.590030206966633,3.2600000000000002,3.96
Torry Holt,11.387393488216633,16.22,14.19090909090909
Troy Brown,9.406924738216633,10.049999999999999,10.219999999999999
Wayne Chrebet,10.014346613216633,9.86,11.509090909090908
Amani Toomer,9.806338800716633,9.35,11.41
Antonio Freeman,8.712588800716633,8.416666666666666,9.28
Az-Zahir Hakim,7.828799738216633,8.383333333333333,3.071111111111111
Bill Schroeder,10.100284113216633,14.02,11.422222222222224
Bobby Engram,6.013125910091633,4.18,3.7333333333333334
Brandon Stokley,6.523135675716633,4.3,4.625
Corey Bradford,6.524112238216633,5.466666666666666,6.414285714285714
Cris Carter,10.313174738216633,12.066666666666668,8.360000000000001
Curtis Conway,8.764346613216633,9.7,14.140000000000004
Darnay Scott,8.441592706966633,7.516666666666668,8.588888888888889
Darrell Jackson,8.401065363216633,6.640000000000001,14.436363636363636
David Boston,12.577823175716633,14.280000000000001,16.990909090909092
David Patten,9.497745050716633,11.766666666666666,7.877777777777778
David Terrell,5.728702081966633,4.0200000000000005,5.672727272727272
Dez White,5.087710871029133,2.22,6.022222222222222
Donald Hayes,8.758975519466633,7.983333333333333,5.533333333333333
Eddie Kennison,6.875186456966633,5.68,5.916666666666667
Eric Moulds,8.387393488216633,8.32,10.054545454545455
Frank Sanders,7.282901300716633,6.4399999999999995,6.677777777777776
Isaac Bruce,10.250674738216633,10.15,11.600000000000001
Isaac Byrd,5.747745050716633,3.866666666666667,7.185714285714285
J.J. Stokes,6.352725519466633,4.880000000000001,10.309999999999999
JaJuan Dawson,5.970401300716633,3.7,4.433333333333333
Jacquez Green,8.822452081966633,8.52,3.5999999999999996
Jake Reed,5.294131769466633,3.0499999999999994,4.0125
James McKnight,6.982608331966633,6.220000000000001,7.336363636363635
James Thrash,10.263370050716633,12.38,10.459999999999999
Jeff Graham,10.987002863216633,11.74,9.516666666666667
Jerry Rice,10.322940363216633,11.7,13.71818181818182
Joe Horn,9.912784113216633,7.8,16.490909090909096
Joe Jurevicius,8.921573175716633,8.800000000000002,7.228571428571428
Keenan McCardell,8.419131769466633,7.08,14.19090909090909
Kevin Dyson,7.249698175716633,5.02,11.490909090909092
Kevin Johnson,10.389346613216633,12.916666666666666,12.820000000000002
Keyshawn Johnson,14.909854425716633,15.059999999999999,10.830000000000002
Koren Robinson,7.161807550716633,5.140000000000001,5.47
Laveranues Coles,8.266299738216633,9.966666666666667,10.930000000000001
MarTay Jenkins,6.433780206966633,5.54,6.562499999999999
Marty Booker,11.449893488216633,13.871999999999996,12.71818181818182
Marvin Harrison,13.504580988216633,19.14,18.318181818181817
Michael Westbrook,6.774600519466633,5.0,8.97
Muhsin Muhammad,10.130069269466633,9.033333333333333,6.659999999999999
Oronde Gadsden,9.138858331966633,8.540000000000001,7.577777777777777
Peerless Price,7.418643488216633,8.540000000000001,11.454545454545453
Peter Warrick,9.995791925716633,8.283333333333333,4.7875
Qadry Ismail,10.757510675716633,12.683333333333332,9.7625
Quincy Morgan,6.711123956966633,6.05,3.4599999999999995
Randy Moss,10.523135675716633,10.133333333333333,16.846
Ricky Proehl,6.620303644466633,6.279999999999999,8.377777777777778
Robert Wilson,6.037295831966633,3.9199999999999995,3.72
Rod Gardner,9.808291925716633,10.450000000000001,5.8
Rod Smith,15.613955988216633,19.683333333333334,15.711111111111109
Ron Dugans,4.556094660091633,2.3200000000000003,3.9499999999999993
Shawn Jefferson,8.621768488216633,8.08,4.888888888888889
Steve Smith,2.9419284003260078,-0.21999999999999997,3.3000000000000003
Tai Streets,6.129092706966633,4.4399999999999995,3.2299999999999995
Terance Mathis,8.217959894466633,7.633333333333333,4.81
Terrell Owens,14.832705988216633,20.3,16.754545454545454
Tim Brown,11.727237238216633,13.260000000000002,13.781818181818181
Todd Pinkston,9.725284113216633,11.7,5.066666666666666
Torry Holt,10.038760675716633,11.016666666666666,15.27
Troy Brown,12.201846613216633,13.466666666666669,12.67
Wayne Chrebet,6.376163019466633,5.016666666666667,9.862499999999999
Willie Jackson,10.217471613216633,9.16,11.754545454545452
Amani Toomer,10.475284113216633,11.299999999999999,15.569999999999999
Antonio Bryant,8.863955988216633,8.283333333333333,8.16
Antonio Freeman,8.883487238216633,9.080000000000002,6.16
Antwaan Randle El,7.964053644466633,7.44,5.127272727272728
Ashley Lelie,5.358340753841633,3.4,6.9
Az-Zahir Hakim,10.734073175716633,10.02,8.16
Brian Finneran,9.737979425716633,11.1,10.033333333333333
Chris Chambers,9.892276300716633,10.620000000000001,8.011111111111113
Corey Bradford,9.844424738216633,12.22,7.333333333333333
Curtis Conway,12.752627863216633,17.483333333333334,10.419999999999998
D'Wayne Bates,6.951846613216633,6.1,9.488888888888889
Darrell Jackson,10.507510675716633,9.559999999999999,13.028571428571427
David Patten,11.419620050716633,13.033333333333333,7.2555555555555555
Dedric Ward,4.684146417904133,2.1166666666666667,2.3333333333333335
Deion Branch,11.422549738216633,11.950000000000001,1.7833333333333332
Dennis Northcutt,9.849307550716633,13.820000000000002,8.057142857142857
Dez White,8.160342706966633,7.0,7.199999999999999
Donald Driver,11.345401300716633,15.6,10.680000000000001
Drew Bennett,7.803409113216633,6.6800000000000015,5.3625
Ed McCaffrey,9.437198175716633,10.2,7.58
Eric Moulds,14.799502863216633,17.516666666666666,13.48
Frank Sanders,5.966495050716633,4.66,9.180000000000001
Isaac Bruce,10.010440363216633,10.233333333333334,12.540000000000001
Jabar Gaffney,7.003116144466633,5.28,4.723636363636363
James Thrash,10.955752863216633,14.26,7.68
Javon Walker,6.036319269466633,4.659999999999999,2.8
Jerome Pathon,8.546573175716633,9.766666666666666,5.6000000000000005
Jerry Porter,9.119815363216633,11.179999999999998,10.21111111111111
Jerry Rice,13.091495050716633,15.1,12.145454545454545
Jimmy Smith,10.120791925716633,10.14,12.2
Joe Horn,12.032901300716633,13.366666666666667,13.720000000000002
Joey Galloway,11.513370050716633,12.433333333333332,10.475
Josh Reed,7.695010675716633,7.883333333333333,3.566666666666667
Justin McCareins,6.381534113216633,5.9,3.983333333333333
Keenan McCardell,8.946963800716633,9.166666666666668,9.599999999999998
Kevin Dyson,7.409854425716633,5.283333333333334,11.280000000000001
Kevin Johnson,10.335635675716633,9.486666666666666,7.62
Keyshawn Johnson,10.356143488216633,10.466666666666667,11.4
Koren Robinson,8.224795831966633,5.88,15.381818181818186
Marty Booker,15.131534113216633,18.619999999999997,10.55090909090909
Marvin Harrison,15.809268488216633,19.66,19.309090909090912
Peerless Price,14.229190363216633,18.7,11.07
Peter Warrick,7.178897394466633,5.9,9.822222222222221
Qadry Ismail,9.756534113216633,10.6,3.688888888888889
Quincy Morgan,9.816104425716633,10.56,12.255555555555556
Randy Moss,13.588565363216633,12.680000000000001,15.810909090909092
Ricky Proehl,6.655459894466633,5.32,6.55
Rod Gardner,10.409854425716633,11.120000000000001,11.69090909090909
Rod Smith,11.395205988216633,11.450000000000001,10.739999999999998
Ron Dugans,6.970889581966633,4.4799999999999995,5.4
Steve Smith,10.035830988216633,9.783333333333333,7.455555555555557
Terrell Owens,11.278995050716633,13.9,22.48888888888889
Terry Glenn,9.635440363216633,9.35,7.066666666666666
Tim Brown,10.397159113216633,10.66,8.372727272727273
Tim Dwight,7.221377863216633,7.566666666666667,7.070000000000002
Todd Pinkston,8.963565363216633,8.74,10.66
Torry Holt,12.677432550716633,13.283333333333331,11.98
Travis Taylor,7.328311456966633,4.76,12.736363636363636
Amani Toomer,11.194034113216633,12.06,9.763636363636364
Andre Johnson,11.720401300716633,13.1,8.009090909090908
Anquan Boldin,12.950870050716633,14.450000000000001,14.549999999999997
Antonio Bryant,7.084659113216633,7.24,5.5888888888888895
Antwaan Randle El,5.646182550716633,3.393333333333333,4.427999999999999
Ashley Lelie,7.086612238216633,8.033333333333335,4.9399999999999995
Bobby Engram,6.023379816341633,3.84,11.7125
Bobby Shaw,9.467471613216633,9.533333333333333,7.333333333333332
Bryant Johnson,7.853702081966633,5.540000000000001,4.700000000000001
Cedrick Wilson,7.238467706966633,4.708,5.044444444444444
Chad Johnson,12.449893488216633,14.88,15.100000000000001
Chris Chambers,10.283877863216633,11.860000000000001,12.363636363636363
Corey Bradford,8.190127863216633,9.02,4.1
Curtis Conway,8.118350519466633,6.4799999999999995,6.054545454545454
Dane Looker,7.367862238216633,6.9879999999999995,4.954545454545454
Dante Hall,5.719668878841633,4.05,5.477777777777776
Darnerien McCants,8.304385675716633,10.66,4.514285714285714
Darrell Jackson,10.337588800716633,12.28,13.830000000000002
Deion Branch,8.079288019466633,7.6800000000000015,8.95
Dennis Northcutt,8.546573175716633,7.12,8.66
Derrick Mason,12.844424738216633,16.1,13.030000000000001
Dez White,8.823428644466633,8.120000000000001,6.15
Donald Driver,8.649600519466633,7.92,6.56
Donte' Stallworth,6.957705988216633,5.583333333333333,8.76
Eddie Kennison,8.114932550716633,7.583333333333333,9.670000000000002
Eric Moulds,12.146182550716633,13.34,6.1625
Freddie Mitchell,5.514834894466633,3.22,6.8199999999999985
Ike Hilliard,11.624698175716633,12.3,7.8999999999999995
Isaac Bruce,11.492862238216633,12.1,11.826666666666664
James Thrash,8.610049738216633,7.2,5.045454545454544
Javon Walker,7.737979425716633,7.316666666666666,10.029999999999998
Jerry Rice,9.022647394466633,7.666666666666667,8.24
Joe Horn,10.664737238216633,11.116666666666665,14.628888888888888
Joey Galloway,10.044620050716633,10.98,5.4375
Johnnie Morton,8.775088800716633,11.199999999999998,7.244444444444444
Josh Reed,6.609561456966633,4.066666666666666,9.649999999999999
Justin McCareins,8.406924738216633,9.250000000000002,9.06
Keenan McCardell,9.979190363216633,12.059999999999999,13.190909090909093
Kelly Campbell,6.275577081966633,7.220000000000001,6.925000000000001
Kevin Johnson,10.008487238216633,9.416666666666666,5.98888888888889
Keyshawn Johnson,10.432315363216633,10.74,9.36
Laveranues Coles,12.867862238216633,14.283333333333337,11.56
Marcus Robinson,4.300235285091633,1.5000000000000002,11.137500000000001
Marty Booker,7.900088800716633,6.68,10.924999999999999
Marvin Harrison,14.143252863216633,19.249999999999996,13.222222222222223
Muhsin Muhammad,7.602237238216633,5.619999999999999,9.84
Peerless Price,9.996280206966633,8.483333333333333,8.32
Peter Warrick,11.100284113216633,11.26,11.966666666666667
Plaxico Burress,10.610049738216633,10.383333333333333,7.642857142857143
Quincy Morgan,6.939151300716633,5.816666666666666,5.33
Randy Moss,14.184268488216633,20.619999999999997,19.763636363636365
Reggie Wayne,9.541690363216633,11.133333333333333,10.333333333333336
Robert Ferguson,7.039737238216633,5.840000000000001,6.742857142857142
Rod Gardner,10.616885675716633,9.700000000000001,7.114
Rod Smith,9.996768488216633,10.913333333333332,9.633333333333333
Steve Smith,8.923526300716633,9.16,14.127272727272727
Tai Streets,9.408877863216633,10.4,7.825
Terrell Owens,12.033877863216633,11.766666666666666,14.822222222222223
Tim Brown,8.254580988216633,7.6499999999999995,4.880000000000001
Torry Holt,15.518252863216633,20.939999999999998,17.80909090909091
Travis Taylor,6.729678644466633,5.660000000000001,7.145454545454546
Troy Brown,7.330264581966633,6.416666666666667,9.233333333333334
Troy Walters,5.954532160091633,3.84,9.000000000000002
Amani Toomer,9.797549738216633,8.42,5.609999999999999
Andre Johnson,13.139346613216633,16.616666666666664,8.919999999999998
Antwaan Randle El,5.610538019466633,4.05,3.96
Ashley Lelie,8.332705988216633,9.566666666666668,11.290909090909091
Az-Zahir Hakim,7.614932550716633,8.52,8.84
Bobby Engram,6.508487238216633,4.8,7.199999999999999
Bobby Wade,7.595889581966633,5.92,4.1000000000000005
Brandon Stokley,10.796573175716633,13.139999999999997,12.572727272727274
Bryant Johnson,7.376651300716633,4.880000000000001,6.5777777777777775
Cedrick Wilson,9.578799738216633,9.120000000000001,6.733333333333334
Chad Johnson,10.739932550716633,10.18,16.536363636363635
Corey Bradford,6.246280206966633,5.56,6.228571428571429
Curtis Conway,8.929385675716633,7.516666666666667,5.366666666666667
Dante Hall,5.078799738216633,3.3400000000000007,2.8000000000000003
Darius Watts,5.204288019466633,3.3000000000000003,4.479999999999999
Darrell Jackson,11.320987238216633,11.32,14.300000000000002
David Givens,9.500674738216633,9.820000000000002,9.366666666666667
David Patten,9.620791925716633,11.879999999999999,8.510000000000002
David Terrell,7.969913019466633,6.94,6.119999999999999
Dennis Northcutt,7.239932550716633,4.65,9.21
Derick Armstrong,7.544620050716633,7.780000000000001,2.8875
Derrick Mason,11.682315363216633,12.100000000000001,13.390000000000004
Derrius Thompson,5.404971613216633,4.42,6.162499999999999
Dez White,6.015811456966633,5.0200000000000005,4.477777777777778
Donald Driver,12.131534113216633,13.133333333333335,13.163636363636364
Donte' Stallworth,9.781436456966633,8.666666666666666,9.711111111111112
Doug Gabriel,6.165225519466633,4.779999999999999,5.64
Drew Bennett,11.096377863216633,10.873333333333333,19.077777777777776
Eric Moulds,12.283877863216633,14.34,9.681818181818183
Eric Parker,6.393252863216633,5.9,10.209999999999999
Ernest Wilford,6.183291925716633,5.616666666666667,2.98
Ike Hilliard,7.448428644466633,5.480000000000001,3.8363636363636364
Isaac Bruce,12.588565363216633,13.199999999999998,11.472727272727273
Jabar Gaffney,7.299991144466633,7.366666666666667,6.5625
Javon Walker,12.869815363216633,17.366666666666667,13.654545454545454
Jerry Porter,8.202334894466633,5.833333333333333,14.64
Jimmy Smith,10.737002863216633,11.216666666666667,12.09
Joe Horn,12.262393488216633,14.616666666666667,16.520000000000003
Johnnie Morton,9.529971613216633,9.44,10.0125
Kelly Campbell,5.362491144466633,4.660000000000001,3.5875
Keyshawn Johnson,10.290713800716633,10.760000000000002,10.236363636363636
Koren Robinson,10.022159113216633,9.9,6.76
Larry Fitzgerald,9.546573175716633,9.34,9.972727272727273
Laveranues Coles,10.783389581966633,8.116666666666667,9.5
Lee Evans,6.725284113216633,7.160000000000001,11.744444444444444
Marty Booker,7.760928644466633,5.3,7.124444444444445
Marvin Harrison,11.190127863216633,12.02,15.775
Michael Clayton,10.893252863216633,11.483333333333334,13.540000000000001
Muhsin Muhammad,9.377627863216633,9.3,21.454545454545453
Nate Burleson,9.162784113216633,9.72,13.241666666666665
Peerless Price,7.502139581966633,6.466666666666668,7.066666666666666
Quincy Morgan,5.995303644466633,5.816666666666667,4.366666666666666
Randy Hymes,8.071963800716633,8.52,2.1
Randy Moss,12.912784113216633,20.375999999999998,13.685714285714285
Reggie Wayne,11.847354425716633,14.88,16.316666666666666
Reggie Williams,5.341006769466633,2.52,4.528571428571429
Ricky Proehl,6.909854425716633,4.959999999999999,4.755555555555556
Robert Ferguson,5.926700128841633,4.0200000000000005,4.942857142857143
Rod Gardner,9.962588800716633,10.616666666666667,5.75
Rod Smith,9.737002863216633,9.4,14.745454545454544
Ronald Curry,8.518252863216633,8.716666666666667,15.260000000000002
Shaun McDonald,6.075381769466633,6.0,5.0181818181818185
Tai Streets,6.031924738216633,2.76,4.0249999999999995
Terrell Owens,13.514346613216633,19.88,15.622222222222222
Torry Holt,12.190127863216633,15.116666666666665,15.572727272727274
Troy Edwards,6.840030206966633,5.066666666666666,5.566666666666666
Anquan Boldin,14.570010675716633,17.060000000000002,16.711111111111112
Antonio Bryant,10.314151300716633,10.68,9.481818181818182
Ashley Lelie,7.539737238216633,6.333333333333333,8.266666666666667
Brandon Stokley,7.966006769466633,6.26,7.071428571428571
Brian Finneran,8.075381769466633,7.859999999999999,7.35
Bryant Johnson,6.604678644466633,3.3199999999999994,5.844444444444445
Chad Johnson,13.270205988216633,17.766666666666666,14.24
Chris Chambers,10.250674738216633,10.059999999999999,15.79090909090909
Chris Henry,7.228702081966633,8.2,8.450000000000001
Dante Hall,5.652041925716633,3.78,5.680000000000001
David Givens,10.507510675716633,9.5,8.514285714285714
Deion Branch,11.639346613216633,11.366666666666667,10.06
Dennis Northcutt,6.940127863216633,4.4,6.488888888888889
Derrick Mason,11.861026300716633,11.559999999999999,9.863636363636363
Donald Driver,10.394229425716633,11.540000000000001,12.609090909090911
Donte' Stallworth,11.241885675716633,12.120000000000001,10.91
Drew Bennett,10.117862238216633,9.950000000000001,9.62857142857143
Eric Moulds,8.751163019466633,7.366666666666667,12.7375
Eric Parker,7.373233331966633,6.349999999999999,10.55
Ernest Wilford,5.206729425716633,4.7,10.239999999999998
Greg Lewis,9.195498956966633,8.24,4.619999999999999
Ike Hilliard,5.211123956966633,2.7800000000000002,4.7250000000000005
Jerry Porter,9.403506769466633,7.140000000000001,11.427272727272728
Jimmy Smith,10.532901300716633,12.65,9.739999999999998
Joe Jurevicius,8.183291925716633,10.066666666666666,10.722222222222221
Joey Galloway,13.842471613216633,17.96,15.644444444444446
Josh Reed,5.490664972591633,3.5,5.159999999999999
Keenan McCardell,9.238955988216633,11.633333333333333,11.149999999999999
Kevin Curtis,10.092471613216633,11.033333333333333,8.44
Keyshawn Johnson,10.206729425716633,10.433333333333334,8.71
Larry Fitzgerald,14.207705988216633,17.76,15.245454545454544
Lee Evans,6.400821222591633,4.383333333333333,11.78
Marcus Robinson,6.740909113216633,5.2,7.88888888888889
Mark Clayton,6.020938410091633,3.1000000000000005,7.7
Marvin Harrison,10.602237238216633,11.883333333333335,17.366666666666664
Matt Jones,6.454288019466633,5.048,7.153999999999999
Michael Clayton,7.960635675716633,6.4,3.566666666666667
Michael Jenkins,7.035342706966633,6.183333333333334,6.814285714285715
Muhsin Muhammad,11.237979425716633,9.86,9.077777777777778
Plaxico Burress,13.828799738216633,16.419999999999998,10.663636363636364
Reggie Wayne,9.847354425716633,10.133333333333335,12.91111111111111
Reggie Williams,7.827823175716633,5.683333333333333,5.24
Robert Ferguson,8.277041925716633,9.639999999999999,3.3166666666666664
Rod Smith,10.993838800716633,12.033333333333331,11.35
Santana Moss,15.207705988216633,20.72,12.58181818181818
Steve Smith,14.182315363216633,19.816666666666666,16.740000000000002
Terry Glenn,12.645205988216633,17.0,10.150000000000002
Tim Dwight,5.123233331966633,4.7,6.720000000000001
Torry Holt,14.766299738216633,18.299999999999997,15.8125
Travis Taylor,9.175479425716633,9.440000000000001,5.681818181818182
Troy Brown,7.226260675716633,5.76,8.216666666666667
Tyrone Calico,4.413760675716633,1.38,3.5333333333333328
Wes Welker,6.044131769466633,4.84,3.577777777777778
Alvis Whitted,5.622745050716633,2.8,3.971428571428571
Andre Johnson,13.997745050716633,16.0,10.69090909090909
Anquan Boldin,12.977237238216633,14.716666666666669,10.030000000000001
Antonio Bryant,9.508487238216633,9.666666666666666,6.6625000000000005
Antwaan Randle El,5.492862238216633,4.08,5.942
Arnaz Battle,7.497256769466633,7.550000000000001,7.33
Ashley Lelie,5.594913019466633,3.8,5.5
Bernard Berrian,10.460635675716633,12.899999999999999,7.512499999999999
Braylon Edwards,10.322940363216633,10.220000000000002,9.499999999999998
Bryan Gilmore,5.493838800716633,5.040000000000001,1.44
Bryant Johnson,7.627627863216633,8.420000000000002,7.359999999999999
Chad Johnson,10.431338800716633,9.879999999999999,15.763636363636364
Chris Chambers,10.438174738216633,10.916666666666666,6.5200000000000005
Darrell Jackson,11.780948175716633,15.139999999999997,13.924999999999999
Dennis Northcutt,6.490909113216633,3.7800000000000002,2.6833333333333336
Derrick Mason,9.789737238216633,8.5,7.81
Donald Driver,11.145205988216633,10.959999999999999,15.48181818181818
Drew Bennett,10.065127863216633,9.4,8.2125
Eddie Kennison,8.318057550716633,7.9,9.509090909090908
Eric Moulds,8.613955988216633,8.879999999999999,4.640000000000001
Eric Parker,7.987002863216633,7.640000000000001,5.359999999999999
Ernest Wilford,6.960147394466633,5.14,5.47
Greg Jennings,10.922549738216633,12.88,4.366666666666667
Greg Lewis,6.088077081966633,5.966666666666668,3.0
Isaac Bruce,9.839541925716633,9.716666666666667,10.65
Javon Walker,10.426455988216633,13.120000000000001,13.054545454545455
Jerricho Cotchery,9.141299738216633,10.566666666666666,11.219999999999999
Josh Reed,7.424991144466633,6.82,5.314285714285715
Kevin Curtis,5.841495050716633,4.38,7.6000000000000005
Keyshawn Johnson,11.417666925716633,12.716666666666667,6.860000000000001
Larry Fitzgerald,10.597354425716633,11.620000000000001,13.375
Laveranues Coles,12.875674738216633,15.116666666666665,10.200000000000001
Lee Evans,11.509463800716633,10.983333333333333,15.030000000000001
Mark Clayton,9.058780206966633,8.583333333333334,10.289999999999997
Marques Colston,10.719424738216633,13.15,17.983333333333334
Marty Booker,6.900577081966633,5.62,12.444444444444445
Marvin Harrison,12.628604425716633,13.24,17.081818181818182
Michael Clayton,7.991885675716633,6.779999999999999,4.042857142857143
Michael Jenkins,7.182315363216633,5.9399999999999995,6.872727272727272
Mike Furrey,9.624698175716633,9.700000000000001,13.34
Muhsin Muhammad,9.632510675716633,8.850000000000001,9.120000000000001
Nate Washington,7.032901300716633,7.459999999999999,4.933333333333334
Peerless Price,6.756534113216633,4.883333333333334,5.32
Plaxico Burress,10.340518488216633,11.999999999999998,12.830000000000002
Randy Moss,9.097354425716633,8.54,7.371428571428571
Rashied Davis,6.449893488216633,6.500000000000002,2.3499999999999996
Reche Caldwell,5.809512628841633,3.3599999999999994,10.381818181818183
Reggie Brown,10.246768488216633,14.0,8.555555555555555
Reggie Wayne,10.368838800716633,10.94,15.754545454545456
Reggie Williams,10.754580988216633,13.3,4.3999999999999995
Rod Smith,7.292666925716633,5.42,5.963636363636363
Roy Williams,12.523135675716633,14.200000000000001,12.5
Samie Parker,7.632022394466633,6.68,4.536363636363636
Santana Moss,10.491885675716633,13.366666666666667,8.8125
Santonio Holmes,5.534854425716633,3.78,7.328571428571428
Terrell Owens,10.940127863216633,12.540000000000001,15.981818181818182
